2.29911,-2.68912
2.31455,-2.72212
2.35619,-2.76563
2.37633,-2.79282
2.39565,-2.82364
2.42797,-2.86164
2.45392,-2.88792
2.47817,-2.9139
2.50351,-2.93957
2.52134,-2.95337
2.54383,-2.96488
2.56815,-2.97644
2.58022,-2.96692
2.59673,-2.96692
2.60856,-2.95765
2.62779,-2.93527
2.6395,-2.92168
2.65469,-2.90209
2.67399,-2.86945
2.68184,-2.83403
2.71714,-2.79563
2.72515,-2.7468
2.72157,-2.70233
2.68631,-2.65862
2.68208,-2.59561
2.66539,-2.54762
2.65667,-2.50243
2.64765,-2.44824
2.62124,-2.40232
2.60287,-2.35619
2.58405,-2.30935
2.55359,-2.28545
2.52494,-2.25257
2.48972,-2.23677
2.4685,-2.22579
2.42376,-2.21661
2.39434,-2.2143
2.36383,-2.22142
2.34081,-2.24363
2.30198,-2.2702
2.27823,-2.31274
2.24725,-2.35619
2.22517,-2.40041
2.21861,-2.45323
2.21216,-2.50817
2.20582,-2.56051
2.22267,-2.60545
2.23909,-2.66119
2.25509,-2.72212
2.27189,-2.76109
2.29421,-2.79282
2.32219,-2.83511
2.34957,-2.86999
2.3758,-2.89952
2.39514,-2.92551
2.42021,-2.95116
2.45145,-2.97644
2.47513,-2.98805
2.49809,-2.98805
2.52235,-2.98983
2.53931,-2.98983
2.56307,-2.97835
2.59385,-2.98022
2.60987,-2.94643
2.62874,-2.93757
2.63614,-2.91563
2.66268,-2.89115
2.68184,-2.86178
2.70497,-2.83022
2.73216,-2.80595
2.75146,-2.7752
2.78182,-2.74097
2.81984,-2.71143
2.82531,-2.68266
2.84932,-2.65908
2.87384,-2.62635
2.90904,-2.60297
2.91736,-2.57967
2.95727,-2.55648
2.96097,-2.53342
2.97785,-2.51051
2.99608,-2.48778
3.00453,-2.46525
3.02448,-2.4508
3.02448,-2.43631
3.00335,-2.43517
2.99608,-2.42853
2.97785,-2.43631
2.9694,-2.4508
2.95727,-2.4573
2.93927,-2.48778
2.89038,-2.51051
2.85506,-2.542
2.82797,-2.57406
2.79505,-2.59203
2.76434,-2.63036
2.72424,-2.65862
2.69345,-2.69251
2.69407,-2.72225
2.66636,-2.75699
2.6072,-2.8023
2.57554,-2.82338
2.54875,-2.85554
2.5244,-2.88833
2.50508,-2.92416
2.48055,-2.9442
2.45586,-2.96692
2.43105,-2.99157
2.41861,-3.02448
2.39368,-3.03732
2.38119,-3.05943
2.36854,-3.07112
2.35619,-3.08284
2.34385,-3.09457
